,A,B,M,N,V/I
2958,-31.0,-29.0,33.0,35.0,-7.035228001409793e-05
2959,-31.0,-29.0,35.0,37.0,-6.159563443099147e-05
2960,-31.0,-29.0,37.0,39.0,-5.436539106574989e-05
2961,-31.0,-29.0,39.0,41.0,-4.8333100399776396e-05
2962,-31.0,-29.0,41.0,43.0,-4.325019758906479e-05
2963,-31.0,-29.0,43.0,45.0,-3.892714736787595e-05
2964,-31.0,-29.0,45.0,47.0,-3.521827332188601e-05
2965,-31.0,-29.0,47.0,49.0,-3.201067823436349e-05
2966,-31.0,-29.0,49.0,51.0,-2.92161168586047e-05
2967,-31.0,-29.0,51.0,53.0,-2.6765006388460716e-05
2968,-31.0,-29.0,53.0,55.0,-2.4601990361895754e-05
2969,-31.0,-29.0,55.0,57.0,-2.268263582113489e-05
2970,-31.0,-29.0,57.0,59.0,-2.0970960600896066e-05
2971,-31.0,-29.0,59.0,61.0,-1.943757131914539e-05
2972,-31.0,-29.0,61.0,63.0,-1.8058252670063307e-05
2973,-31.0,-29.0,63.0,65.0,-1.6812891798934776e-05
2974,-31.0,-29.0,65.0,67.0,-1.5684652697217638e-05
2975,-31.0,-29.0,67.0,69.0,-1.4659338115750875e-05
2976,-31.0,-29.0,69.0,71.0,-1.3724892881077783e-05
2977,-31.0,-29.0,71.0,73.0,-1.2871014446445145e-05
2978,-31.0,-29.0,73.0,75.0,-1.2088845246687255e-05
2979,-31.0,-29.0,75.0,77.0,-1.1370727842151263e-05
2980,-31.0,-29.0,77.0,79.0,-1.0710008565225498e-05
2981,-31.0,-29.0,79.0,81.0,-1.010087888019158e-05
2982,-31.0,-29.0,81.0,83.0,-9.538246266134129e-06
2983,-31.0,-29.0,83.0,85.0,-9.017628370177125e-06
2984,-31.0,-29.0,85.0,87.0,-8.535065630923058e-06
2985,-31.0,-29.0,87.0,89.0,-8.087048664459986e-06
2986,-31.0,-29.0,89.0,91.0,-7.670457531918154e-06
2987,-31.0,-29.0,91.0,93.0,-7.2825106357289615e-06
2988,-31.0,-29.0,93.0,95.0,-6.920721471209701e-06
2989,-29.0,-27.0,-25.0,-23.0,-2.7285261759098924
2990,-29.0,-27.0,-23.0,-21.0,-0.6736020113807912
2991,-29.0,-27.0,-21.0,-19.0,-0.2713625546636842
2992,-29.0,-27.0,-19.0,-17.0,-0.1362166405840468
2993,-29.0,-27.0,-17.0,-15.0,-0.07688499742816224
2994,-29.0,-27.0,-15.0,-13.0,-0.046650934295302204
2995,-29.0,-27.0,-13.0,-11.0,-0.029683049456718513
2996,-29.0,-27.0,-11.0,-9.0,-0.019465085168122592
2997,-29.0,-27.0,-9.0,-7.0,-0.013001310968666163
2998,-29.0,-27.0,-7.0,-5.0,-0.008866114965131427
2999,-29.0,-27.0,-5.0,-3.0,-0.006293793091928984
3000,-29.0,-27.0,-3.0,-1.0,-0.004668752131988474
3001,-29.0,-27.0,-1.0,1.0,-0.003576564112019981
3002,-29.0,-27.0,1.0,3.0,-0.002796983147428614
3003,-29.0,-27.0,3.0,5.0,-0.0022073007292032903
3004,-29.0,-27.0,5.0,7.0,-0.0017390008548097552
3005,-29.0,-27.0,7.0,9.0,-0.001358691459541872
3006,-29.0,-27.0,9.0,11.0,-0.001052291723508486
3007,-29.0,-27.0,11.0,13.0,-0.0008112180850363207
3008,-29.0,-27.0,13.0,15.0,-0.0006258675162782584
3009,-29.0,-27.0,15.0,17.0,-0.0004854854289917457
3010,-29.0,-27.0,17.0,19.0,-0.0003798610593692686
3011,-29.0,-27.0,19.0,21.0,-0.0003004086069147635
3012,-29.0,-27.0,21.0,23.0,-0.00024040609041234284
3013,-29.0,-27.0,23.0,25.0,-0.00019479040513996349
3014,-29.0,-27.0,25.0,27.0,-0.00015982120993808524
3015,-29.0,-27.0,27.0,29.0,-0.00013275849222376193
3016,-29.0,-27.0,29.0,31.0,-0.00011159945035580515
3017,-29.0,-27.0,31.0,33.0,-9.487818734633252e-05
3018,-29.0,-27.0,33.0,35.0,-8.151811932046588e-05
3019,-29.0,-27.0,35.0,37.0,-7.072487136287192e-05
3020,-29.0,-27.0,37.0,39.0,-6.190904703679001e-05
3021,-29.0,-27.0,39.0,41.0,-5.463062994278192e-05
3022,-29.0,-27.0,41.0,43.0,-4.855892003494816e-05
3023,-29.0,-27.0,43.0,45.0,-4.34435945521304e-05
3024,-29.0,-27.0,45.0,47.0,-3.909373634470095e-05
3025,-29.0,-27.0,47.0,49.0,-3.536257831245754e-05
3026,-29.0,-27.0,49.0,51.0,-3.213635965409675e-05
3027,-29.0,-27.0,51.0,53.0,-2.932614930988703e-05
3028,-29.0,-27.0,53.0,55.0,-2.686181814749028e-05
3029,-29.0,-27.0,55.0,57.0,-2.468757304356986e-05
3030,-29.0,-27.0,57.0,59.0,-2.2758630774832866e-05
3031,-29.0,-27.0,59.0,61.0,-2.1038727130759383e-05
3032,-29.0,-27.0,61.0,63.0,-1.9498240692406715e-05
3033,-29.0,-27.0,63.0,65.0,-1.811277099823816e-05
3034,-29.0,-27.0,65.0,67.0,-1.686205419284409e-05
3035,-29.0,-27.0,67.0,69.0,-1.5729130564981486e-05
3036,-29.0,-27.0,69.0,71.0,-1.4699701060029435e-05
3037,-29.0,-27.0,71.0,73.0,-1.3761626331491167e-05
3038,-29.0,-27.0,73.0,75.0,-1.2904533913823957e-05
3039,-29.0,-27.0,75.0,77.0,-1.2119507893603582e-05
3040,-29.0,-27.0,77.0,79.0,-1.1398841913754995e-05
3041,-29.0,-27.0,79.0,81.0,-1.073584110813583e-05
3042,-29.0,-27.0,81.0,83.0,-1.0124662086406777e-05
3043,-29.0,-27.0,83.0,85.0,-9.560182708357595e-06
3044,-29.0,-27.0,85.0,87.0,-9.037895339509064e-06
3045,-29.0,-27.0,87.0,89.0,-8.553818744632541e-06
3046,-29.0,-27.0,89.0,91.0,-8.104424877527355e-06
3047,-29.0,-27.0,91.0,93.0,-7.686577659206731e-06
3048,-29.0,-27.0,93.0,95.0,-7.297481470427622e-06
3049,-29.0,-27.0,95.0,97.0,-6.934637568309018e-06
3050,-27.0,-25.0,-23.0,-21.0,-2.7284922620340817
3051,-27.0,-25.0,-21.0,-19.0,-0.6735539874917718
3052,-27.0,-25.0,-19.0,-17.0,-0.27129406970883263
3053,-27.0,-25.0,-17.0,-15.0,-0.13611816588121683
3054,-27.0,-25.0,-15.0,-13.0,-0.07674233787878315
3055,-27.0,-25.0,-13.0,-11.0,-0.046444745456993786
3056,-27.0,-25.0,-11.0,-9.0,-0.029397533030717626
3057,-27.0,-25.0,-9.0,-7.0,-0.019133093697756898
3058,-27.0,-25.0,-7.0,-5.0,-0.012786275183804569
3059,-27.0,-25.0,-5.0,-3.0,-0.008931005170709272
3060,-27.0,-25.0,-3.0,-1.0,-0.006545151231812596
3061,-27.0,-25.0,-1.0,1.0,-0.004969029240958905
3062,-27.0,-25.0,1.0,3.0,-0.0038583734048673046
3063,-27.0,-25.0,3.0,5.0,-0.0030261059686423203
3064,-27.0,-25.0,5.0,7.0,-0.0023696359223036867
3065,-27.0,-25.0,7.0,9.0,-0.0018392198437731933
3066,-27.0,-25.0,9.0,11.0,-0.001413756392944096
3067,-27.0,-25.0,11.0,13.0,-0.0010805053141252075
3068,-27.0,-25.0,13.0,15.0,-0.0008255719300034395
3069,-27.0,-25.0,15.0,17.0,-0.000633596354058033
3070,-27.0,-25.0,17.0,19.0,-0.0004900886596739748
3071,-27.0,-25.0,19.0,21.0,-0.0003829180008700639
3072,-27.0,-25.0,21.0,23.0,-0.00030262307206954664
3073,-27.0,-25.0,23.0,25.0,-0.00024210424592113755
3074,-27.0,-25.0,25.0,27.0,-0.00019613714905220708
3075,-27.0,-25.0,27.0,29.0,-0.00016091037511947043
3076,-27.0,-25.0,29.0,31.0,-0.00013365016820181957
3077,-27.0,-25.0,31.0,33.0,-0.00011233580419383465
3078,-27.0,-25.0,33.0,35.0,-9.54905933227071e-05
3079,-27.0,-25.0,35.0,37.0,-8.20307126590536e-05
3080,-27.0,-25.0,37.0,39.0,-7.11565585519644e-05
3081,-27.0,-25.0,39.0,41.0,-6.227479003196798e-05
3082,-27.0,-25.0,41.0,43.0,-5.4942344737411025e-05
3083,-27.0,-25.0,43.0,45.0,-4.882614171475286e-05
3084,-27.0,-25.0,45.0,47.0,-4.36739847063522e-05
3085,-27.0,-25.0,47.0,49.0,-3.9293476157335055e-05
3086,-27.0,-25.0,49.0,51.0,-3.553667538609001e-05
3087,-27.0,-25.0,51.0,53.0,-3.2288888439438446e-05
3088,-27.0,-25.0,53.0,55.0,-2.9460439972723435e-05
3089,-27.0,-25.0,55.0,57.0,-2.698060523293952e-05
3090,-27.0,-25.0,57.0,59.0,-2.4793112737526296e-05
3091,-27.0,-25.0,59.0,61.0,-2.2852793608831717e-05
3092,-27.0,-25.0,61.0,63.0,-2.1123071463263754e-05
3093,-27.0,-25.0,63.0,65.0,-1.9574071121523234e-05
3094,-27.0,-25.0,65.0,67.0,-1.8181184943545647e-05
3095,-27.0,-25.0,67.0,69.0,-1.692397916972649e-05
3096,-27.0,-25.0,69.0,71.0,-1.5785354119793316e-05
3097,-27.0,-25.0,71.0,73.0,-1.4750894902611222e-05
3098,-27.0,-25.0,73.0,75.0,-1.3808365866847805e-05
3099,-27.0,-25.0,75.0,77.0,-1.2947314114185315e-05
3100,-27.0,-25.0,77.0,79.0,-1.215875624964273e-05
3101,-27.0,-25.0,79.0,81.0,-1.1434929046465897e-05
3102,-27.0,-25.0,81.0,83.0,-1.0769089499967216e-05
3103,-27.0,-25.0,83.0,85.0,-1.015535329451124e-05
3104,-27.0,-25.0,85.0,87.0,-9.588563347796841e-06
3105,-27.0,-25.0,87.0,89.0,-9.064182065518511e-06
3106,-27.0,-25.0,89.0,91.0,-8.578202416753902e-06
3107,-27.0,-25.0,91.0,93.0,-8.127074052096186e-06
3108,-27.0,-25.0,93.0,95.0,-7.707641527616646e-06
3109,-27.0,-25.0,95.0,97.0,-7.317092337748299e-06
3110,-27.0,-25.0,97.0,99.0,-6.952912948620521e-06
3111,-25.0,-23.0,-21.0,-19.0,-2.728424518169125
3112,-25.0,-23.0,-19.0,-17.0,-0.6734571079176872
3113,-25.0,-23.0,-17.0,-15.0,-0.27115429699339977
3114,-25.0,-23.0,-15.0,-13.0,-0.13591484515524177
3115,-25.0,-23.0,-13.0,-11.0,-0.07644698929444504
3116,-25.0,-23.0,-11.0,-9.0,-0.04603323926426495
3117,-25.0,-23.0,-9.0,-7.0,-0.028915250588913255
3118,-25.0,-23.0,-7.0,-5.0,-0.01881613236343113
3119,-25.0,-23.0,-5.0,-3.0,-0.012876150998777813
3120,-25.0,-23.0,-3.0,-1.0,-0.009295300619837993
3121,-25.0,-23.0,-1.0,1.0,-0.006980390914058526
3122,-25.0,-23.0,1.0,3.0,-0.005375622492445262
3123,-25.0,-23.0,3.0,5.0,-0.004187584509162526
3124,-25.0,-23.0,5.0,7.0,-0.0032587250479938767
3125,-25.0,-23.0,7.0,9.0,-0.002513040930881061
3126,-25.0,-23.0,9.0,11.0,-0.0019179759791474044
3127,-25.0,-23.0,11.0,13.0,-0.0014541147589744313
3128,-25.0,-23.0,13.0,15.0,-0.0011010449363428737
3129,-25.0,-23.0,15.0,17.0,-0.0008366305264755208
3130,-25.0,-23.0,17.0,19.0,-0.0006401757147660794
3131,-25.0,-23.0,19.0,21.0,-0.0004944489144685996
3132,-25.0,-23.0,21.0,23.0,-0.0003860684806084175
3133,-25.0,-23.0,23.0,25.0,-0.00030503278104779957
3134,-25.0,-23.0,25.0,27.0,-0.00024401085746693363
3135,-25.0,-23.0,27.0,29.0,-0.00019767602784697552
3136,-25.0,-23.0,29.0,31.0,-0.000162168111859623
3137,-25.0,-23.0,31.0,33.0,-0.00013468737061073793
3138,-25.0,-23.0,33.0,35.0,-0.00011319742376419278
3139,-25.0,-23.0,35.0,37.0,-9.621109943457398e-05
3140,-25.0,-23.0,37.0,39.0,-8.263702812483925e-05
3141,-25.0,-23.0,39.0,41.0,-7.166993418481274e-05
3142,-25.0,-23.0,41.0,43.0,-6.271211247304773e-05
3143,-25.0,-23.0,43.0,45.0,-5.531710043540222e-05
3144,-25.0,-23.0,45.0,47.0,-4.9149149240236556e-05
3145,-25.0,-23.0,47.0,49.0,-4.395395979131869e-05
3146,-25.0,-23.0,49.0,51.0,-3.9537471146131736e-05
3147,-25.0,-23.0,51.0,53.0,-3.575042250660021e-05
3148,-25.0,-23.0,53.0,55.0,-3.247706871471051e-05
3149,-25.0,-23.0,55.0,57.0,-2.9626894383998764e-05
3150,-25.0,-23.0,57.0,59.0,-2.7128500929774618e-05
3151,-25.0,-23.0,59.0,61.0,-2.492507420088705e-05
3152,-25.0,-23.0,61.0,63.0,-2.2971006450024645e-05
3153,-25.0,-23.0,63.0,65.0,-2.122936482257254e-05
3154,-25.0,-23.0,65.0,67.0,-1.9669983298394034e-05
3155,-25.0,-23.0,67.0,69.0,-1.8268015858427522e-05
3156,-25.0,-23.0,69.0,71.0,-1.7002832458153094e-05
3157,-25.0,-23.0,71.0,73.0,-1.5857171041064322e-05
3158,-25.0,-23.0,73.0,75.0,-1.4816481765909245e-05
3159,-25.0,-23.0,75.0,77.0,-1.3868416306489495e-05
3160,-25.0,-23.0,77.0,79.0,-1.300242725802217e-05
3161,-25.0,-23.0,79.0,81.0,-1.2209451600714294e-05
3162,-25.0,-23.0,81.0,83.0,-1.148165872439863e-05
3163,-25.0,-23.0,83.0,85.0,-1.0812248352901413e-05
3164,-25.0,-23.0,85.0,87.0,-1.0195287286553223e-05
3165,-25.0,-23.0,87.0,89.0,-9.625576544061709e-06
3166,-25.0,-23.0,89.0,91.0,-9.09854247176968e-06
3167,-25.0,-23.0,91.0,93.0,-8.610146879204153e-06
3168,-25.0,-23.0,93.0,95.0,-8.156812382576623e-06
3169,-25.0,-23.0,95.0,97.0,-7.735359987099191e-06
3170,-25.0,-23.0,97.0,99.0,-7.342956585403362e-06
3171,-25.0,-23.0,99.0,101.0,-6.977070543248351e-06
3172,-23.0,-21.0,-19.0,-17.0,-2.7282866789512488
3173,-23.0,-21.0,-17.0,-15.0,-0.6732574725821969
3174,-23.0,-21.0,-15.0,-13.0,-0.27086251490252966
3175,-23.0,-21.0,-13.0,-11.0,-0.13548852579875392
3176,-23.0,-21.0,-11.0,-9.0,-0.07584887322101141
3177,-23.0,-21.0,-9.0,-7.0,-0.0453263884274534
3178,-23.0,-21.0,-7.0,-5.0,-0.02844425604483608
3179,-23.0,-21.0,-5.0,-3.0,-0.01894159325469552
3180,-23.0,-21.0,-3.0,-1.0,-0.013407655228104748
3181,-23.0,-21.0,-1.0,1.0,-0.00992989022932525
3182,-23.0,-21.0,1.0,3.0,-0.007570520367832623
3183,-23.0,-21.0,3.0,5.0,-0.005851693037186148
3184,-23.0,-21.0,5.0,7.0,-0.004523397379943395
3185,-23.0,-21.0,7.0,9.0,-0.0034658308658245957
3186,-23.0,-21.0,9.0,11.0,-0.002627090254671463
3187,-23.0,-21.0,11.0,13.0,-0.00197672999280582
3188,-23.0,-21.0,13.0,15.0,-0.0014842447294497393
3189,-23.0,-21.0,15.0,17.0,-0.0011174018417485845
3190,-23.0,-21.0,17.0,19.0,-0.0008464215680558593
3191,-23.0,-21.0,19.0,21.0,-0.0006466768113392099
3192,-23.0,-21.0,21.0,23.0,-0.000499137094346444
3193,-23.0,-21.0,23.0,25.0,-0.0003896392120346301
3194,-23.0,-21.0,25.0,27.0,-0.0003078436932373099
3195,-23.0,-21.0,27.0,29.0,-0.00024626802860554936
3196,-23.0,-21.0,29.0,31.0,-0.00019951200518862622
3197,-23.0,-21.0,31.0,33.0,-0.00016367561284755944
3198,-23.0,-21.0,33.0,35.0,-0.00013593485549867265
3199,-23.0,-21.0,35.0,37.0,-0.00011423706539113315
3200,-23.0,-21.0,37.0,39.0,-9.708338041052728e-05
3201,-23.0,-21.0,39.0,41.0,-8.337369897505956e-05
3202,-23.0,-21.0,41.0,43.0,-7.229607573039018e-05
3203,-23.0,-21.0,43.0,45.0,-6.324764722340226e-05
3204,-23.0,-21.0,45.0,47.0,-5.5777931661962765e-05
3205,-23.0,-21.0,47.0,49.0,-4.95480324843936e-05
3206,-23.0,-21.0,49.0,51.0,-4.430117518351706e-05
3207,-23.0,-21.0,51.0,53.0,-3.984134464261532e-05
3208,-23.0,-21.0,53.0,55.0,-3.6017731423060306e-05
3209,-23.0,-21.0,55.0,57.0,-3.271335819472754e-05
3210,-23.0,-21.0,57.0,59.0,-2.983672509385138e-05
3211,-23.0,-21.0,59.0,61.0,-2.7315643523824484e-05
3212,-23.0,-21.0,61.0,63.0,-2.5092662499771184e-05
3213,-23.0,-21.0,63.0,65.0,-2.3121658522241156e-05
3214,-23.0,-21.0,65.0,67.0,-2.1365279052752012e-05
3215,-23.0,-21.0,67.0,69.0,-1.9793014909192524e-05
3216,-23.0,-21.0,69.0,71.0,-1.837973811306265e-05
3217,-23.0,-21.0,71.0,73.0,-1.710458581793972e-05
3218,-23.0,-21.0,73.0,75.0,-1.59501028200483e-05
3219,-23.0,-21.0,75.0,77.0,-1.4901578261269921e-05
3220,-23.0,-21.0,77.0,79.0,-1.3946528948677317e-05
3221,-23.0,-21.0,79.0,81.0,-1.3074293989397134e-05
3222,-23.0,-21.0,81.0,83.0,-1.2275714431285792e-05
3223,-23.0,-21.0,83.0,85.0,-1.1542878212316907e-05
3224,-23.0,-21.0,85.0,87.0,-1.0868915600202242e-05
3225,-23.0,-21.0,87.0,89.0,-1.0247833918775734e-05
3226,-23.0,-21.0,89.0,91.0,-9.674383046420418e-06
3227,-23.0,-21.0,91.0,93.0,-9.14394517984203e-06
3228,-23.0,-21.0,93.0,95.0,-8.652443862691012e-06
3229,-23.0,-21.0,95.0,97.0,-8.19626841400481e-06
3230,-23.0,-21.0,97.0,99.0,-7.772210750283184e-06
3231,-23.0,-21.0,99.0,101.0,-7.3774122488559635e-06
3232,-23.0,-21.0,101.0,103.0,-7.009318799652137e-06
3233,-21.0,-19.0,-17.0,-15.0,-2.7279992163362436
3234,-21.0,-19.0,-15.0,-13.0,-0.6728348541353673
3235,-21.0,-19.0,-13.0,-11.0,-0.27024053451262864
3236,-21.0,-19.0,-11.0,-9.0,-0.13460832323167293
3237,-21.0,-19.0,-9.0,-7.0,-0.07479805582037902
3238,-21.0,-19.0,-7.0,-5.0,-0.04461512865235895
3239,-21.0,-19.0,-5.0,-3.0,-0.02861979211454002
3240,-21.0,-19.0,-3.0,-1.0,-0.019725737433169632
3241,-21.0,-19.0,-1.0,1.0,-0.014342779253507215
3242,-21.0,-19.0,1.0,3.0,-0.010795205940195923
3243,-21.0,-19.0,3.0,5.0,-0.008266153239876062
3244,-21.0,-19.0,5.0,7.0,-0.0063420200412415695
3245,-21.0,-19.0,7.0,9.0,-0.0048265763758974095
3246,-21.0,-19.0,9.0,11.0,-0.0036338967036911307
3247,-21.0,-19.0,11.0,13.0,-0.0027146716970971596
3248,-21.0,-19.0,13.0,15.0,-0.0020223687866604556
3249,-21.0,-19.0,15.0,17.0,-0.0015094585488544948
3250,-21.0,-19.0,17.0,19.0,-0.0011327017983623552
3251,-21.0,-19.0,19.0,21.0,-0.0008566420242645464
3252,-21.0,-19.0,21.0,23.0,-0.000654038291510256
3253,-21.0,-19.0,23.0,25.0,-0.0005047116651931277
3254,-21.0,-19.0,25.0,27.0,-0.0003939933565087553
3255,-21.0,-19.0,27.0,29.0,-0.0003113110558070273
3256,-21.0,-19.0,29.0,31.0,-0.0002490656600327504
3257,-21.0,-19.0,31.0,33.0,-0.00020179192051725942
3258,-21.0,-19.0,33.0,35.0,-0.00016554944995407495
3259,-21.0,-19.0,35.0,37.0,-0.00013748695634031513
3260,-21.0,-19.0,37.0,39.0,-0.00011553223329581822
3261,-21.0,-19.0,39.0,41.0,-9.817194067544485e-05
3262,-21.0,-19.0,41.0,43.0,-8.429503118149995e-05
3263,-21.0,-19.0,43.0,45.0,-7.30811850437954e-05
3264,-21.0,-19.0,45.0,47.0,-6.392108211415032e-05
3265,-21.0,-19.0,47.0,49.0,-5.6359234098798255e-05
3266,-21.0,-19.0,49.0,51.0,-5.005284368062718e-05
3267,-21.0,-19.0,51.0,53.0,-4.4742083362164786e-05
3268,-21.0,-19.0,53.0,55.0,-4.022853777855759e-05
3269,-21.0,-19.0,55.0,57.0,-3.6359501724220894e-05
3270,-21.0,-19.0,57.0,59.0,-3.3016493430560595e-05
3271,-21.0,-19.0,59.0,61.0,-3.0106813289978995e-05
3272,-21.0,-19.0,61.0,63.0,-2.755731112910262e-05
3273,-21.0,-19.0,63.0,65.0,-2.530976131161211e-05
3274,-21.0,-19.0,65.0,67.0,-2.3317413019821598e-05
3275,-21.0,-19.0,67.0,69.0,-2.154240303714819e-05
3276,-21.0,-19.0,69.0,71.0,-1.9953804265504527e-05
3277,-21.0,-19.0,71.0,73.0,-1.8526144927283328e-05
3278,-21.0,-19.0,73.0,75.0,-1.723827787825094e-05
3279,-21.0,-19.0,75.0,77.0,-1.6072511614732138e-05
3280,-21.0,-19.0,77.0,79.0,-1.5013937885017398e-05
3281,-21.0,-19.0,79.0,81.0,-1.4049907792332977e-05
3282,-21.0,-19.0,81.0,83.0,-1.3169620676201782e-05
3283,-21.0,-19.0,83.0,85.0,-1.2363799145473364e-05
3284,-21.0,-19.0,85.0,87.0,-1.1624430320607282e-05
3285,-21.0,-19.0,87.0,89.0,-1.0944558277046698e-05
3286,-21.0,-19.0,89.0,91.0,-1.0318116338368238e-05
3287,-21.0,-19.0,91.0,93.0,-9.739790589357797e-06
3288,-21.0,-19.0,93.0,95.0,-9.204908011895344e-06
3289,-21.0,-19.0,95.0,97.0,-8.709344172351183e-06
3290,-21.0,-19.0,97.0,99.0,-8.2494465393039e-06
3291,-21.0,-19.0,99.0,101.0,-7.821970380657642e-06
3292,-21.0,-19.0,101.0,103.0,-7.424024852721242e-06
3293,-21.0,-19.0,103.0,105.0,-7.053027399533951e-06
3294,-19.0,-17.0,-15.0,-13.0,-2.727379412401952
3295,-19.0,-17.0,-13.0,-11.0,-0.6719137783158344
3296,-19.0,-17.0,-11.0,-9.0,-0.2689215927940962
3297,-19.0,-17.0,-9.0,-7.0,-0.13301142634486207
3298,-19.0,-17.0,-7.0,-5.0,-0.0736935673457324
3299,-19.0,-17.0,-5.0,-3.0,-0.04485819994304269
3300,-19.0,-17.0,-3.0,-1.0,-0.02979737069246996
3301,-19.0,-17.0,-1.0,1.0,-0.02112824140672237
3302,-19.0,-17.0,1.0,3.0,-0.015632806654293147
3303,-19.0,-17.0,3.0,5.0,-0.011828355208663544
3304,-19.0,-17.0,5.0,7.0,-0.008994574430076174
3305,-19.0,-17.0,7.0,9.0,-0.006794804610917429
3306,-19.0,-17.0,9.0,11.0,-0.0050805011080495704
3307,-19.0,-17.0,11.0,13.0,-0.0037687605504114624
3308,-19.0,-17.0,13.0,15.0,-0.002786764422762225
3309,-19.0,-17.0,15.0,17.0,-0.002063283117550843
3310,-19.0,-17.0,17.0,19.0,-0.0015348032369731854
3311,-19.0,-17.0,19.0,21.0,-0.0011497970112576555
3312,-19.0,-17.0,21.0,23.0,-0.000868950065478373
3313,-19.0,-17.0,23.0,25.0,-0.0006632945934681167
3314,-19.0,-17.0,25.0,27.0,-0.000511869128400684
3315,-19.0,-17.0,27.0,29.0,-0.0003996300335786726
3316,-19.0,-17.0,29.0,31.0,-0.00031580880991931987
3317,-19.0,-17.0,31.0,33.0,-0.0002526926196782797
3318,-19.0,-17.0,33.0,35.0,-0.00020474386122280863
3319,-19.0,-17.0,35.0,37.0,-0.00016797279230478662
3320,-19.0,-17.0,37.0,39.0,-0.00013949287174932004
3321,-19.0,-17.0,39.0,41.0,-0.00011720599937668427
3322,-19.0,-17.0,41.0,43.0,-9.957948575493522e-05
3323,-19.0,-17.0,43.0,45.0,-8.548766647494682e-05
3324,-19.0,-17.0,45.0,47.0,-7.409909472403525e-05
3325,-19.0,-17.0,47.0,49.0,-6.479592847737428e-05
3326,-19.0,-17.0,49.0,51.0,-5.711611756443677e-05
3327,-19.0,-17.0,51.0,53.0,-5.071178593256051e-05
3328,-19.0,-17.0,53.0,55.0,-4.531915503673545e-05
3329,-19.0,-17.0,55.0,57.0,-4.073671966786305e-05
3330,-19.0,-17.0,57.0,59.0,-3.6809345307732555e-05
3331,-19.0,-17.0,59.0,61.0,-3.3416629710913276e-05
3332,-19.0,-17.0,61.0,63.0,-3.0464346534746223e-05
3333,-19.0,-17.0,63.0,65.0,-2.7878124968443857e-05
3334,-19.0,-17.0,65.0,67.0,-2.5598757843057346e-05
3335,-19.0,-17.0,67.0,69.0,-2.3578700505400008e-05
3336,-19.0,-17.0,69.0,71.0,-2.1779443991953862e-05
3337,-19.0,-17.0,71.0,73.0,-2.0169532900030096e-05
3338,-19.0,-17.0,73.0,75.0,-1.872306077428665e-05
3339,-19.0,-17.0,75.0,77.0,-1.7418520828902523e-05
3340,-19.0,-17.0,77.0,79.0,-1.6237922375612196e-05
3341,-19.0,-17.0,79.0,81.0,-1.5166106947368113e-05
3342,-19.0,-17.0,81.0,83.0,-1.4190215305975168e-05
3343,-19.0,-17.0,83.0,85.0,-1.3299269086532173e-05
3344,-19.0,-17.0,85.0,87.0,-1.2483840043946495e-05
3345,-19.0,-17.0,87.0,89.0,-1.1735786644788068e-05
3346,-19.0,-17.0,89.0,91.0,-1.1048042754632781e-05
3347,-19.0,-17.0,91.0,93.0,-1.0414446881910205e-05
3348,-19.0,-17.0,93.0,95.0,-9.829603202789194e-06
3349,-19.0,-17.0,95.0,97.0,-9.28876765630103e-06
3350,-19.0,-17.0,97.0,99.0,-8.787753949005342e-06
3351,-19.0,-17.0,99.0,101.0,-8.322855477867208e-06
3352,-19.0,-17.0,101.0,103.0,-7.890780064726335e-06
3353,-19.0,-17.0,103.0,105.0,-7.4885950702863885e-06
3354,-19.0,-17.0,105.0,107.0,-7.11368097068045e-06
3355,-17.0,-15.0,-13.0,-11.0,-2.725987732054013
3356,-17.0,-15.0,-11.0,-9.0,-0.6698867653805469
3357,-17.0,-15.0,-9.0,-7.0,-0.2664151163459698
3358,-17.0,-15.0,-7.0,-5.0,-0.13121948728938415
3359,-17.0,-15.0,-5.0,-3.0,-0.07401686294811072
3360,-17.0,-15.0,-3.0,-1.0,-0.04667508512051133
3361,-17.0,-15.0,-1.0,1.0,-0.03195970652844149
3362,-17.0,-15.0,1.0,3.0,-0.023101132140777303
3363,-17.0,-15.0,3.0,5.0,-0.017205293294422885
3364,-17.0,-15.0,5.0,7.0,-0.012938325031854547
3365,-17.0,-15.0,7.0,9.0,-0.009690421047801712
3366,-17.0,-15.0,9.0,11.0,-0.007191910868976623
3367,-17.0,-15.0,11.0,13.0,-0.005297243437154264
3368,-17.0,-15.0,13.0,15.0,-0.0038887040111249965
3369,-17.0,-15.0,15.0,17.0,-0.0028572231453623392
3370,-17.0,-15.0,17.0,19.0,-0.002108049124635983
3371,-17.0,-15.0,19.0,21.0,-0.0015653606883189244
3372,-17.0,-15.0,21.0,23.0,-0.0011718033699075758
3373,-17.0,-15.0,23.0,25.0,-0.0008853808757415954
3374,-17.0,-15.0,25.0,27.0,-0.0006758595277700716
3375,-17.0,-15.0,27.0,29.0,-0.0005216396856231043
3376,-17.0,-15.0,29.0,31.0,-0.0004073257668205793
3377,-17.0,-15.0,31.0,33.0,-0.0003219365244147218
3378,-17.0,-15.0,33.0,35.0,-0.0002576203600801255
3379,-17.0,-15.0,35.0,37.0,-0.00020874414469997105
3380,-17.0,-15.0,37.0,39.0,-0.00017125003169837782
3381,-17.0,-15.0,39.0,41.0,-0.00014220185374946154
3382,-17.0,-15.0,41.0,43.0,-0.00011946484149260098
