,A,B,M,N,V/I
3383,-17.0,-15.0,43.0,45.0,-0.00010147895039771399
3384,-17.0,-15.0,45.0,47.0,-8.709796061487363e-05
3385,-17.0,-15.0,47.0,49.0,-7.547488413432377e-05
3386,-17.0,-15.0,49.0,51.0,-6.598006195993739e-05
3387,-17.0,-15.0,51.0,53.0,-5.8142408834446074e-05
3388,-17.0,-15.0,53.0,55.0,-5.160710203323121e-05
3389,-17.0,-15.0,55.0,57.0,-4.610499160659712e-05
3390,-17.0,-15.0,57.0,59.0,-4.143039474580404e-05
3391,-17.0,-15.0,59.0,61.0,-3.7424908377658994e-05
3392,-17.0,-15.0,61.0,63.0,-3.396555730978204e-05
3393,-17.0,-15.0,63.0,65.0,-3.095607723076904e-05
3394,-17.0,-15.0,65.0,67.0,-2.832047294740181e-05
3395,-17.0,-15.0,67.0,69.0,-2.5998234362199085e-05
3396,-17.0,-15.0,69.0,71.0,-2.3940765111519352e-05
3397,-17.0,-15.0,71.0,73.0,-2.2108701951267795e-05
3398,-17.0,-15.0,73.0,75.0,-2.046989124058693e-05
3399,-17.0,-15.0,75.0,77.0,-1.8997852328294512e-05
3400,-17.0,-15.0,77.0,79.0,-1.7670603409028485e-05
3401,-17.0,-15.0,79.0,81.0,-1.6469758530292256e-05
3402,-17.0,-15.0,81.0,83.0,-1.537982846860561e-05
3403,-17.0,-15.0,83.0,85.0,-1.4387675702845493e-05
3404,-17.0,-15.0,85.0,87.0,-1.348208650931923e-05
3405,-17.0,-15.0,87.0,89.0,-1.2653432589713673e-05
3406,-17.0,-15.0,89.0,91.0,-1.1893401551634625e-05
3407,-17.0,-15.0,91.0,93.0,-1.1194780666724802e-05
3408,-17.0,-15.0,93.0,95.0,-1.055128211711713e-05
3409,-17.0,-15.0,95.0,97.0,-9.957400760561563e-06
3410,-17.0,-15.0,97.0,99.0,-9.40829755272446e-06
3411,-17.0,-15.0,99.0,101.0,-8.899703348276902e-06
3412,-17.0,-15.0,101.0,103.0,-8.427838996349912e-06
3413,-17.0,-15.0,103.0,105.0,-7.989348551116701e-06
3414,-17.0,-15.0,105.0,107.0,-7.581243106855387e-06
3415,-17.0,-15.0,107.0,109.0,-7.2008532941252035e-06
3416,-15.0,-13.0,-11.0,-9.0,-2.7227717751733396
3417,-15.0,-13.0,-9.0,-7.0,-0.6657806710985961
3418,-15.0,-13.0,-7.0,-5.0,-0.26332676209163197
3419,-15.0,-13.0,-5.0,-3.0,-0.13160000184092158
3420,-15.0,-13.0,-3.0,-1.0,-0.07692834464086784
3421,-15.0,-13.0,-1.0,1.0,-0.0501424590705587
3422,-15.0,-13.0,1.0,3.0,-0.03508674061216155
3423,-15.0,-13.0,3.0,5.0,-0.025576177482458162
3424,-15.0,-13.0,5.0,7.0,-0.018954928648955316
3425,-15.0,-13.0,7.0,9.0,-0.014047858621841575
3426,-15.0,-13.0,9.0,11.0,-0.010338258579550952
3427,-15.0,-13.0,11.0,13.0,-0.007557709520050526
3428,-15.0,-13.0,13.0,15.0,-0.005507987688038299
3429,-15.0,-13.0,15.0,17.0,-0.004017209999475621
3430,-15.0,-13.0,17.0,19.0,-0.0029410152318758848
3431,-15.0,-13.0,19.0,21.0,-0.0021659374741769405
3432,-15.0,-13.0,21.0,23.0,-0.0016070796826544095
3433,-15.0,-13.0,23.0,25.0,-0.001202750862774521
3434,-15.0,-13.0,25.0,27.0,-0.0009088020757911236
3435,-15.0,-13.0,27.0,29.0,-0.0006938506457387014
3436,-15.0,-13.0,29.0,31.0,-0.0005356291247048742
3437,-15.0,-13.0,31.0,33.0,-0.000418322495093236
3438,-15.0,-13.0,33.0,35.0,-0.0003306700054151318
3439,-15.0,-13.0,35.0,37.0,-0.00026462614301799026
3440,-15.0,-13.0,37.0,39.0,-0.0002144197138504514
3441,-15.0,-13.0,39.0,41.0,-0.0001758929224698405
3442,-15.0,-13.0,41.0,43.0,-0.0001460364317653652
3443,-15.0,-13.0,43.0,45.0,-0.00012266146528268698
3444,-15.0,-13.0,45.0,47.0,-0.00010416784854852187
3445,-15.0,-13.0,47.0,49.0,-8.937936511577496e-05
3446,-15.0,-13.0,49.0,51.0,-7.74264772114841e-05
3447,-15.0,-13.0,51.0,53.0,-6.766247822853969e-05
3448,-15.0,-13.0,53.0,55.0,-5.9603320792807335e-05
3449,-15.0,-13.0,55.0,57.0,-5.288426826832379e-05
3450,-15.0,-13.0,57.0,59.0,-4.722854206467772e-05
3451,-15.0,-13.0,59.0,61.0,-4.242455247405186e-05
3452,-15.0,-13.0,61.0,63.0,-3.8309293284726625e-05
3453,-15.0,-13.0,63.0,65.0,-3.475617859349106e-05
3454,-15.0,-13.0,65.0,67.0,-3.166609290962408e-05
3455,-15.0,-13.0,67.0,69.0,-2.8960774397464306e-05
3456,-15.0,-13.0,69.0,71.0,-2.6577898762990965e-05
3457,-15.0,-13.0,71.0,73.0,-2.446740771309963e-05
3458,-15.0,-13.0,73.0,75.0,-2.258875199324939e-05
3459,-15.0,-13.0,75.0,77.0,-2.090880939122422e-05
3460,-15.0,-13.0,77.0,79.0,-1.9400303096876736e-05
3461,-15.0,-13.0,79.0,81.0,-1.8040592705478864e-05
3462,-15.0,-13.0,81.0,83.0,-1.6810744099034908e-05
3463,-15.0,-13.0,83.0,85.0,-1.5694809093493717e-05
3464,-15.0,-13.0,85.0,87.0,-1.4679263703420292e-05
3465,-15.0,-13.0,87.0,89.0,-1.3752567011041106e-05
3466,-15.0,-13.0,89.0,91.0,-1.2904812263996729e-05
3467,-15.0,-13.0,91.0,93.0,-1.2127448923418202e-05
3468,-15.0,-13.0,93.0,95.0,-1.1413059629880942e-05
3469,-15.0,-13.0,95.0,97.0,-1.0755179947068844e-05
3470,-15.0,-13.0,97.0,99.0,-1.014815164281091e-05
3471,-15.0,-13.0,99.0,101.0,-9.587002435995987e-06
3472,-15.0,-13.0,101.0,103.0,-9.06734676767336e-06
3473,-15.0,-13.0,103.0,105.0,-8.585303383665602e-06
3474,-15.0,-13.0,105.0,107.0,-8.137426448713223e-06
3475,-15.0,-13.0,107.0,109.0,-7.720647621209387e-06
3476,-15.0,-13.0,109.0,111.0,-7.332227061271346e-06
3477,-13.0,-11.0,-9.0,-7.0,-2.7157425222322846
3478,-13.0,-11.0,-7.0,-5.0,-0.6600972359034463
3479,-13.0,-11.0,-5.0,-3.0,-0.26360705383271976
3480,-13.0,-11.0,-3.0,-1.0,-0.13647274122570818
3481,-13.0,-11.0,-1.0,1.0,-0.08274575457567013
3482,-13.0,-11.0,1.0,3.0,-0.05530047744337019
3483,-13.0,-11.0,3.0,5.0,-0.03912462282641754
3484,-13.0,-11.0,5.0,7.0,-0.02843053965137382
3485,-13.0,-11.0,7.0,9.0,-0.0207869760308379
3486,-13.0,-11.0,9.0,11.0,-0.015143940108772375
3487,-13.0,-11.0,11.0,13.0,-0.010978886678062738
3488,-13.0,-11.0,13.0,15.0,-0.007941158934837989
3489,-13.0,-11.0,15.0,17.0,-0.005749649782100685
3490,-13.0,-11.0,17.0,19.0,-0.004178254049066243
3491,-13.0,-11.0,19.0,21.0,-0.003053387529938223
3492,-13.0,-11.0,21.0,23.0,-0.0022470002019793073
3493,-13.0,-11.0,23.0,25.0,-0.0016669299102036045
3494,-13.0,-11.0,25.0,27.0,-0.0012476892913688767
3495,-13.0,-11.0,27.0,29.0,-0.000942994227106482
3496,-13.0,-11.0,29.0,31.0,-0.0007201660396969276
3497,-13.0,-11.0,31.0,33.0,-0.0005560992091277819
3498,-13.0,-11.0,33.0,35.0,-0.0004344114916422018
3499,-13.0,-11.0,35.0,37.0,-0.0003434464307002297
3500,-13.0,-11.0,37.0,39.0,-0.00027487700857618813
3501,-13.0,-11.0,39.0,41.0,-0.00022272915380806835
3502,-13.0,-11.0,41.0,43.0,-0.0001826975095432365
3503,-13.0,-11.0,43.0,45.0,-0.00015166464061177123
3504,-13.0,-11.0,45.0,47.0,-0.00012736209533166162
3505,-13.0,-11.0,47.0,49.0,-0.00010813063940911735
3506,-13.0,-11.0,49.0,51.0,-9.27500347816558e-05
3507,-13.0,-11.0,51.0,53.0,-8.031774754931748e-05
3508,-13.0,-11.0,53.0,55.0,-7.016219727246781e-05
3509,-13.0,-11.0,55.0,57.0,-6.178047463910319e-05
3510,-13.0,-11.0,57.0,59.0,-5.47934522308266e-05
3511,-13.0,-11.0,59.0,61.0,-4.8913302294732036e-05
3512,-13.0,-11.0,61.0,63.0,-4.391989607065855e-05
3513,-13.0,-11.0,63.0,65.0,-3.9643583714756014e-05
3514,-13.0,-11.0,65.0,67.0,-3.595257474849761e-05
3515,-13.0,-11.0,67.0,69.0,-3.274364784225034e-05
3516,-13.0,-11.0,69.0,71.0,-2.9935279109341573e-05
3517,-13.0,-11.0,71.0,73.0,-2.746253409347324e-05
3518,-13.0,-11.0,73.0,75.0,-2.5273251076249337e-05
3519,-13.0,-11.0,75.0,77.0,-2.332517376468779e-05
3520,-13.0,-11.0,77.0,79.0,-2.15837849620662e-05
3521,-13.0,-11.0,79.0,81.0,-2.0020660128860363e-05
3522,-13.0,-11.0,81.0,83.0,-1.8612208319838258e-05
3523,-13.0,-11.0,83.0,85.0,-1.7338703161069724e-05
3524,-13.0,-11.0,85.0,87.0,-1.6183532090329605e-05
3525,-13.0,-11.0,87.0,89.0,-1.5132610715295342e-05
3526,-13.0,-11.0,89.0,91.0,-1.4173922773991904e-05
3527,-13.0,-11.0,91.0,93.0,-1.329715618620525e-05
3528,-13.0,-11.0,93.0,95.0,-1.2493413055673572e-05
3529,-13.0,-11.0,95.0,97.0,-1.1754976933529837e-05
3530,-13.0,-11.0,97.0,99.0,-1.107512469937684e-05
3531,-13.0,-11.0,99.0,101.0,-1.0447973432088642e-05
3532,-13.0,-11.0,101.0,103.0,-9.868354899245091e-06
3533,-13.0,-11.0,103.0,105.0,-9.331711989919722e-06
3534,-13.0,-11.0,105.0,107.0,-8.834012695952895e-06
3535,-13.0,-11.0,107.0,109.0,-8.37167821793848e-06
3536,-13.0,-11.0,109.0,111.0,-7.941522511097782e-06
3537,-13.0,-11.0,111.0,113.0,-7.540701152396884e-06
3538,-11.0,-9.0,-7.0,-5.0,-2.704942021515662
3539,-11.0,-9.0,-5.0,-3.0,-0.6597542477200786
3540,-11.0,-9.0,-3.0,-1.0,-0.2719630388647478
3541,-11.0,-9.0,-1.0,1.0,-0.14646365522127458
3542,-11.0,-9.0,1.0,3.0,-0.0913826262581473
3543,-11.0,-9.0,3.0,5.0,-0.06193945432820369
3544,-11.0,-9.0,5.0,7.0,-0.043789008893895476
3545,-11.0,-9.0,7.0,9.0,-0.03144021982224271
3546,-11.0,-9.0,9.0,11.0,-0.02261514427210287
3547,-11.0,-9.0,11.0,13.0,-0.016236265586651616
3548,-11.0,-9.0,13.0,15.0,-0.011648369312064949
3549,-11.0,-9.0,15.0,17.0,-0.008371509580746256
3550,-11.0,-9.0,17.0,19.0,-0.00604015982055188
3551,-11.0,-9.0,19.0,21.0,-0.004382239040296221
3552,-11.0,-9.0,21.0,23.0,-0.003200745481182238
3553,-11.0,-9.0,23.0,25.0,-0.0023556209750164314
3554,-11.0,-9.0,25.0,27.0,-0.0017482149460966712
3555,-11.0,-9.0,27.0,29.0,-0.0013092734449078602
3556,-11.0,-9.0,29.0,31.0,-0.0009901693092764369
3557,-11.0,-9.0,31.0,33.0,-0.0007566845668547789
3558,-11.0,-9.0,33.0,35.0,-0.0005846631063408658
3559,-11.0,-9.0,35.0,37.0,-0.000456987418590446
3560,-11.0,-9.0,37.0,39.0,-0.00036147796571360524
3561,-11.0,-9.0,39.0,41.0,-0.00028943143569742924
3562,-11.0,-9.0,41.0,43.0,-0.0002346008392908605
3563,-11.0,-9.0,43.0,45.0,-0.00019248157041187874
3564,-11.0,-9.0,45.0,47.0,-0.00015980987992895296
3565,-11.0,-9.0,47.0,49.0,-0.00013420928203305288
3566,-11.0,-9.0,49.0,51.0,-0.00011394033852060725
3567,-11.0,-9.0,51.0,53.0,-9.772293909107721e-05
3568,-11.0,-9.0,53.0,55.0,-8.460960065193382e-05
3569,-11.0,-9.0,55.0,57.0,-7.389479784365716e-05
3570,-11.0,-9.0,57.0,59.0,-6.504982946053603e-05
3571,-11.0,-9.0,59.0,61.0,-5.767584619426752e-05
3572,-11.0,-9.0,61.0,63.0,-5.1469840388000676e-05
3573,-11.0,-9.0,63.0,65.0,-4.619991980505875e-05
3574,-11.0,-9.0,65.0,67.0,-4.168725490775668e-05
3575,-11.0,-9.0,67.0,69.0,-3.7792840632148994e-05
3576,-11.0,-9.0,69.0,71.0,-3.440774438551869e-05
3577,-11.0,-9.0,71.0,73.0,-3.14458880282531e-05
3578,-11.0,-9.0,73.0,75.0,-2.8838678874619494e-05
3579,-11.0,-9.0,75.0,77.0,-2.6530995317526618e-05
3580,-11.0,-9.0,77.0,79.0,-2.4478168994701566e-05
3581,-11.0,-9.0,79.0,81.0,-2.2643703225275896e-05
3582,-11.0,-9.0,81.0,83.0,-2.0997537856577014e-05
3583,-11.0,-9.0,83.0,85.0,-1.9514721510065225e-05
3584,-11.0,-9.0,85.0,87.0,-1.8174389057195456e-05
3585,-11.0,-9.0,87.0,89.0,-1.695896893815288e-05
3586,-11.0,-9.0,89.0,91.0,-1.585356447108416e-05
3587,-11.0,-9.0,91.0,93.0,-1.4845467596766304e-05
3588,-11.0,-9.0,93.0,95.0,-1.3923774005299844e-05
3589,-11.0,-9.0,95.0,97.0,-1.307907633258526e-05
3590,-11.0,-9.0,97.0,99.0,-1.230321784211584e-05
3591,-11.0,-9.0,99.0,101.0,-1.1589093262246233e-05
3592,-11.0,-9.0,101.0,103.0,-1.0930486621563498e-05
3593,-11.0,-9.0,103.0,105.0,-1.0321938301225547e-05
3594,-11.0,-9.0,105.0,107.0,-9.758635308981106e-06
3595,-11.0,-9.0,107.0,109.0,-9.236320129654696e-06
3596,-11.0,-9.0,109.0,111.0,-8.75121453002177e-06
3597,-11.0,-9.0,111.0,113.0,-8.29995547599674e-06
3598,-11.0,-9.0,113.0,115.0,-7.879540915843933e-06
3599,-9.0,-7.0,-5.0,-3.0,-2.7031248266429158
3600,-9.0,-7.0,-3.0,-1.0,-0.6733091254989612
3601,-9.0,-7.0,-1.0,1.0,-0.2878792749981285
3602,-9.0,-7.0,1.0,3.0,-0.15960403224596553
3603,-9.0,-7.0,3.0,5.0,-0.10111932645246613
3604,-9.0,-7.0,5.0,7.0,-0.06859682835096392
3605,-9.0,-7.0,7.0,9.0,-0.04798063463656904
3606,-9.0,-7.0,9.0,11.0,-0.03392009518097944
3607,-9.0,-7.0,11.0,13.0,-0.024055805287010124
3608,-9.0,-7.0,13.0,15.0,-0.017096868848708008
3609,-9.0,-7.0,15.0,17.0,-0.012191508175100091
3610,-9.0,-7.0,17.0,19.0,-0.008734831492277412
3611,-9.0,-7.0,19.0,21.0,-0.006294981124879279
3612,-9.0,-7.0,21.0,23.0,-0.00456712229258012
3613,-9.0,-7.0,23.0,25.0,-0.003338072328202435
3614,-9.0,-7.0,25.0,27.0,-0.0024593685576087265
3615,-9.0,-7.0,27.0,29.0,-0.0018276483916715228
3616,-9.0,-7.0,29.0,31.0,-0.0013707986026106414
3617,-9.0,-7.0,31.0,33.0,-0.0010383395515810231
3618,-9.0,-7.0,33.0,35.0,-0.0007947955353681743
3619,-9.0,-7.0,35.0,37.0,-0.0006151298062008828
3620,-9.0,-7.0,37.0,39.0,-0.00048159597555454126
3621,-9.0,-7.0,39.0,41.0,-0.00038155956043847694
3622,-9.0,-7.0,41.0,43.0,-0.00030598511850788573
3623,-9.0,-7.0,43.0,45.0,-0.0002483814679435231
3624,-9.0,-7.0,45.0,47.0,-0.00020406337002053937
3625,-9.0,-7.0,47.0,49.0,-0.00016963270118372856
3626,-9.0,-7.0,49.0,51.0,-0.0001426124565599915
3627,-9.0,-7.0,51.0,53.0,-0.00012118758058332971
3628,-9.0,-7.0,53.0,55.0,-0.000104020748554947
3629,-9.0,-7.0,55.0,57.0,-9.012092732143054e-05
3630,-9.0,-7.0,57.0,59.0,-7.874923597703254e-05
3631,-9.0,-7.0,59.0,61.0,-6.935126113688517e-05
3632,-9.0,-7.0,61.0,63.0,-6.15082012974319e-05
3633,-9.0,-7.0,63.0,65.0,-5.4901460378602857e-05
3634,-9.0,-7.0,65.0,67.0,-4.92868819862817e-05
3635,-9.0,-7.0,67.0,69.0,-4.447591931517475e-05
3636,-9.0,-7.0,69.0,71.0,-4.032181289345682e-05
3637,-9.0,-7.0,71.0,73.0,-3.670939770522921e-05
3638,-9.0,-7.0,73.0,75.0,-3.354755070868187e-05
3639,-9.0,-7.0,75.0,77.0,-3.0763566793313296e-05
3640,-9.0,-7.0,77.0,79.0,-2.829894888670831e-05
3641,-9.0,-7.0,79.0,81.0,-2.610623941171411e-05
3642,-9.0,-7.0,81.0,83.0,-2.4146621897303683e-05
3643,-9.0,-7.0,83.0,85.0,-2.2388094741008363e-05
3644,-9.0,-7.0,85.0,87.0,-2.0804072020420145e-05
3645,-9.0,-7.0,87.0,89.0,-1.9372304609584223e-05
3646,-9.0,-7.0,89.0,91.0,-1.807404276231439e-05
3647,-9.0,-7.0,91.0,93.0,-1.689338169604676e-05
3648,-9.0,-7.0,93.0,95.0,-1.5816746632740103e-05
3649,-9.0,-7.0,95.0,97.0,-1.483248472297291e-05
3650,-9.0,-7.0,97.0,99.0,-1.3930539373860351e-05
3651,-9.0,-7.0,99.0,101.0,-1.3102188495640182e-05
3652,-9.0,-7.0,101.0,103.0,-1.2339832638106132e-05
3653,-9.0,-7.0,103.0,105.0,-1.1636822315032672e-05
3654,-9.0,-7.0,105.0,107.0,-1.0987316308191941e-05
3655,-9.0,-7.0,107.0,109.0,-1.0386164619015717e-05
3656,-9.0,-7.0,109.0,111.0,-9.828811155352876e-06
3657,-9.0,-7.0,111.0,113.0,-9.311212317395998e-06
3658,-9.0,-7.0,113.0,115.0,-8.829768467196256e-06
3659,-9.0,-7.0,115.0,117.0,-8.381265890821527e-06
3660,-7.0,-5.0,-3.0,-1.0,-2.7211104381734748
3661,-7.0,-5.0,-1.0,1.0,-0.6916572771880078
3662,-7.0,-5.0,1.0,3.0,-0.3008712256921422
3663,-7.0,-5.0,3.0,5.0,-0.16793905354239702
3664,-7.0,-5.0,5.0,7.0,-0.10593427948599143
3665,-7.0,-5.0,7.0,9.0,-0.07089505263093498
3666,-7.0,-5.0,9.0,11.0,-0.04874416832959205
3667,-7.0,-5.0,11.0,13.0,-0.03394135841553353
3668,-7.0,-5.0,13.0,15.0,-0.023816481580526183
3669,-7.0,-5.0,15.0,17.0,-0.01682200929596578
3670,-7.0,-5.0,17.0,19.0,-0.011960506769298052
3671,-7.0,-5.0,19.0,21.0,-0.008562835064512664
3672,-7.0,-5.0,21.0,23.0,-0.006174748770457386
3673,-7.0,-5.0,23.0,25.0,-0.004486454976724744
3674,-7.0,-5.0,25.0,27.0,-0.0032858025200260543
3675,-7.0,-5.0,27.0,29.0,-0.002426804682829034
3676,-7.0,-5.0,29.0,31.0,-0.001808473196258098
3677,-7.0,-5.0,31.0,33.0,-0.0013605728111463697
3678,-7.0,-5.0,33.0,35.0,-0.0010340002399606835
3679,-7.0,-5.0,35.0,37.0,-0.0007942529231451251
3680,-7.0,-5.0,37.0,39.0,-0.0006169697356675496
3681,-7.0,-5.0,39.0,41.0,-0.00048486878892801955
3682,-7.0,-5.0,41.0,43.0,-0.0003856331328325191
3683,-7.0,-5.0,43.0,45.0,-0.00031044353147406667
3684,-7.0,-5.0,45.0,47.0,-0.00025295548803637435
3685,-7.0,-5.0,47.0,49.0,-0.000208582869492914
3686,-7.0,-5.0,49.0,51.0,-0.00017399414587404224
3687,-7.0,-5.0,51.0,53.0,-0.00014675672005198467
3688,-7.0,-5.0,53.0,55.0,-0.00012508483106318108
3689,-7.0,-5.0,55.0,57.0,-0.00010766017942012707
3690,-7.0,-5.0,57.0,59.0,-9.350380482701232e-05
3691,-7.0,-5.0,59.0,61.0,-8.188421763283965e-05
3692,-7.0,-5.0,61.0,63.0,-7.225126724988429e-05
3693,-7.0,-5.0,63.0,65.0,-6.418834711929833e-05
3694,-7.0,-5.0,65.0,67.0,-5.7377710625857586e-05
3695,-7.0,-5.0,67.0,69.0,-5.1575195438337273e-05
3696,-7.0,-5.0,69.0,71.0,-4.659172401681386e-05
3697,-7.0,-5.0,71.0,73.0,-4.227970259778474e-05
3698,-7.0,-5.0,73.0,75.0,-3.8522974699063683e-05
3699,-7.0,-5.0,75.0,77.0,-3.5229363932180735e-05
3700,-7.0,-5.0,77.0,79.0,-3.232511053791187e-05
3701,-7.0,-5.0,79.0,81.0,-2.9750698624073785e-05
3702,-7.0,-5.0,81.0,83.0,-2.7457709052314955e-05
3703,-7.0,-5.0,83.0,85.0,-2.5406432088627418e-05
3704,-7.0,-5.0,85.0,87.0,-2.356404544607421e-05
3705,-7.0,-5.0,87.0,89.0,-2.1903215087035188e-05
3706,-7.0,-5.0,89.0,91.0,-2.0401013709137744e-05
3707,-7.0,-5.0,91.0,93.0,-1.9038079194542284e-05
3708,-7.0,-5.0,93.0,95.0,-1.779795529454481e-05
3709,-7.0,-5.0,95.0,97.0,-1.6666571485156323e-05
3710,-7.0,-5.0,97.0,99.0,-1.5631829723285195e-05
3711,-7.0,-5.0,99.0,101.0,-1.468327380711558e-05
3712,-7.0,-5.0,101.0,103.0,-1.381182295974448e-05
3713,-7.0,-5.0,103.0,105.0,-1.3009555658086841e-05
3714,-7.0,-5.0,105.0,107.0,-1.2269533021760926e-05
3715,-7.0,-5.0,107.0,109.0,-1.1585653548650682e-05
3716,-7.0,-5.0,109.0,111.0,-1.0952532846487256e-05
3717,-7.0,-5.0,111.0,113.0,-1.0365403421341499e-05
3718,-7.0,-5.0,113.0,115.0,-9.820030654845643e-06
3719,-7.0,-5.0,115.0,117.0,-9.312641916496556e-06
3720,-7.0,-5.0,117.0,119.0,-8.83986637097503e-06
3721,-5.0,-3.0,-1.0,1.0,-2.7322018872266813
3722,-5.0,-3.0,1.0,3.0,-0.6931483983973172
3723,-5.0,-3.0,3.0,5.0,-0.2972808535402691
3724,-5.0,-3.0,5.0,7.0,-0.16215745028421447
3725,-5.0,-3.0,7.0,9.0,-0.09949700168867404
3726,-5.0,-3.0,9.0,11.0,-0.06480560940025804
3727,-5.0,-3.0,11.0,13.0,-0.04358820649433781
3728,-5.0,-3.0,13.0,15.0,-0.029893391151833593
3729,-5.0,-3.0,15.0,17.0,-0.02078413661916878
3730,-5.0,-3.0,17.0,19.0,-0.014609766094495213
3731,-5.0,-3.0,19.0,21.0,-0.010367901689323361
3732,-5.0,-3.0,21.0,23.0,-0.007422539029044994
3733,-5.0,-3.0,23.0,25.0,-0.005359061716002297
3734,-5.0,-3.0,25.0,27.0,-0.0039020189592131466
3735,-5.0,-3.0,27.0,29.0,-0.002865759723820735
3736,-5.0,-3.0,29.0,31.0,-0.002123712912495704
3737,-5.0,-3.0,31.0,33.0,-0.0015887734898033246
3738,-5.0,-3.0,33.0,35.0,-0.0012005252623708482
3739,-5.0,-3.0,35.0,37.0,-0.0009167810873359356
3740,-5.0,-3.0,37.0,39.0,-0.0007079073512840511
3741,-5.0,-3.0,39.0,41.0,-0.0005529754079872592
3742,-5.0,-3.0,41.0,43.0,-0.00043712896796789524
3743,-5.0,-3.0,43.0,45.0,-0.00034977017160073287
3744,-5.0,-3.0,45.0,47.0,-0.0002833020597137817
3745,-5.0,-3.0,47.0,49.0,-0.00023225210127175017
3746,-5.0,-3.0,49.0,51.0,-0.0001926583730867959
3747,-5.0,-3.0,51.0,53.0,-0.00016163777565492143
3748,-5.0,-3.0,53.0,55.0,-0.00013708102506647044
3749,-5.0,-3.0,55.0,57.0,-0.00011743632455427089
3750,-5.0,-3.0,57.0,59.0,-0.00010155532128702446
3751,-5.0,-3.0,59.0,61.0,-8.858298037677653e-05
3752,-5.0,-3.0,61.0,63.0,-7.787854163262761e-05
3753,-5.0,-3.0,63.0,65.0,-6.895855683888494e-05
3754,-5.0,-3.0,65.0,67.0,-6.145567022278892e-05
3755,-5.0,-3.0,67.0,69.0,-5.508866494586748e-05
3756,-5.0,-3.0,69.0,71.0,-4.964060158058406e-05
3757,-5.0,-3.0,71.0,73.0,-4.494279059345449e-05
3758,-5.0,-3.0,73.0,75.0,-4.0862986993212e-05
3759,-5.0,-3.0,75.0,77.0,-3.729665256349893e-05
3760,-5.0,-3.0,77.0,79.0,-3.41604557606498e-05
3761,-5.0,-3.0,79.0,81.0,-3.138741062367473e-05
3762,-5.0,-3.0,81.0,83.0,-2.8923221320684145e-05
3763,-5.0,-3.0,83.0,85.0,-2.672351746138557e-05
3764,-5.0,-3.0,85.0,87.0,-2.4751750553553276e-05
3765,-5.0,-3.0,87.0,89.0,-2.2977583510774835e-05
3766,-5.0,-3.0,89.0,91.0,-2.1375649678079256e-05
3767,-5.0,-3.0,91.0,93.0,-1.9924590221903626e-05
3768,-5.0,-3.0,93.0,95.0,-1.8606302341541564e-05
3769,-5.0,-3.0,95.0,97.0,-1.74053480382734e-05
3770,-5.0,-3.0,97.0,99.0,-1.6308485867554123e-05
3771,-5.0,-3.0,99.0,101.0,-1.530429745504394e-05
3772,-5.0,-3.0,101.0,103.0,-1.438288747965949e-05
3773,-5.0,-3.0,103.0,105.0,-1.3535640969813967e-05
3774,-5.0,-3.0,105.0,107.0,-1.275502559577521e-05
3775,-5.0,-3.0,107.0,109.0,-1.2034429514392112e-05
3776,-5.0,-3.0,109.0,111.0,-1.1368027484708401e-05
3777,-5.0,-3.0,111.0,113.0,-1.075066960538884e-05
3778,-5.0,-3.0,113.0,115.0,-1.0177788263095525e-05
3779,-5.0,-3.0,115.0,117.0,-9.64531981942178e-06
3780,-5.0,-3.0,117.0,119.0,-9.149638271739244e-06
3781,-5.0,-3.0,119.0,121.0,-8.687498640283856e-06
3782,-3.0,-1.0,1.0,3.0,-2.726364057035724
3783,-3.0,-1.0,3.0,5.0,-0.6810145937316405
3784,-3.0,-1.0,5.0,7.0,-0.28307969147300804
3785,-3.0,-1.0,7.0,9.0,-0.14836232651283154
3786,-3.0,-1.0,9.0,11.0,-0.08747551789133423
3787,-3.0,-1.0,11.0,13.0,-0.05511480682762726
3788,-3.0,-1.0,13.0,15.0,-0.0361853699009429
3789,-3.0,-1.0,15.0,17.0,-0.02442325575584392
3790,-3.0,-1.0,17.0,19.0,-0.016814595797879195
3791,-3.0,-1.0,19.0,21.0,-0.011752726171206651
3792,-3.0,-1.0,21.0,23.0,-0.008316161323659144
3793,-3.0,-1.0,23.0,25.0,-0.005947257064458644
3794,-3.0,-1.0,25.0,27.0,-0.004294766966475766
3795,-3.0,-1.0,27.0,29.0,-0.0031307125855318946
3796,-3.0,-1.0,29.0,31.0,-0.0023037591774762445
3797,-3.0,-1.0,31.0,33.0,-0.0017117348683033662
3798,-3.0,-1.0,33.0,35.0,-0.0012847636301684048
3799,-3.0,-1.0,35.0,37.0,-0.0009745725131503832
3800,-3.0,-1.0,37.0,39.0,-0.0007475397983694523
3801,-3.0,-1.0,39.0,41.0,-0.0005800868361071354
3802,-3.0,-1.0,41.0,43.0,-0.0004555778455428844
3803,-3.0,-1.0,43.0,45.0,-0.0003622102823409648
3804,-3.0,-1.0,45.0,47.0,-0.00029156635578211215
3805,-3.0,-1.0,47.0,49.0,-0.00023761127009290506
3806,-3.0,-1.0,49.0,51.0,-0.0001959962045918126
3807,-3.0,-1.0,51.0,53.0,-0.0001635707656712504
3808,-3.0,-1.0,53.0,55.0,-0.00013804033217013068
3809,-3.0,-1.0,55.0,57.0,-0.0001177241628630872
3810,-3.0,-1.0,57.0,59.0,-0.00010138390902841854
3811,-3.0,-1.0,59.0,61.0,-8.810153451292366e-05
